#Associated.Gene.Name	Synonyms	Official name	Entrez.Taxa.ID	Entrez.Gene.ID	UniProt.SwissProt.Accession	Ensembl.Gene.ID	GO:0140223.Annotations	GO:0140223.Evidence	GO:0003700.Annotations	GO:0003700.Evidence	GO:0003712.Annotations	GO:0003712.Evidence	GO:0043565.Annotations	GO:0043565.Evidence	GO:0006357.Annotations	GO:0006357.Evidence	GO:0000981.Annotations	GO:0000981.Evidence	DBD.present	Lovering_2021.present	ORFeome.present	Ravazi.present	Saeed.present	TFCat.present	animal_tfdb_homo_sapiens.present	animal_tfdb_Homo_sapiens_cofactors.present	animal_tfdb_Mus_musculus.present	animal_tfdb_Mus_musculus_cofactors.present	animal_tfdb_Rattus_norvegicus.present	animal_tfdb_Rattus_norvegicus_cofactors.present	TcoF_human.present	tcof_cotf_human.present	TcoF_mouse.present	tcof_cotf_mouse.present	jaspar_human.present	jaspar_mouse.present	jaspar_rat.present	lambert_2018.present	Vaquerizas.present	TFclass_human	TFclass_mouse	TFclass_rat	TFClass_classification_family_code	TFClass_classification_class_name
ZNF492	KIAA1473	Zinc finger protein 492 	9606	57615	Q9P255	ENSG00000229676	NA	NA	https://www.ebi.ac.uk/QuickGO/annotations?geneProductId=UniProtKB:Q9P255&geneProductType=protein&goId=GO:0003700&goUsageRelationships=is_a&goUsage=descendants	https://www.ebi.ac.uk/QuickGO/term/ECO:0007750	NA	NA	https://www.ebi.ac.uk/QuickGO/annotations?geneProductId=UniProtKB:Q9P255&geneProductType=protein&goId=GO:0043565&goUsageRelationships=is_a&goUsage=descendants	https://www.ebi.ac.uk/QuickGO/term/ECO:0007750	https://www.ebi.ac.uk/QuickGO/annotations?geneProductId=UniProtKB:Q9P255&geneProductType=protein&goId=GO:0006357&goUsageRelationships=is_a&goUsage=descendants	https://www.ebi.ac.uk/QuickGO/term/ECO:0000501	https://www.ebi.ac.uk/QuickGO/annotations?geneProductId=UniProtKB:Q9P255&geneProductType=protein&goId=GO:0000981&goUsageRelationships=is_a&goUsage=descendants	https://www.ebi.ac.uk/QuickGO/term/ECO:0007750	NA	Lovering_2021	NA	NA	Saeed	NA	animal_tfdb_homo_sapiens	NA	NA	NA	NA	NA	TcoF_human	NA	NA	NA	NA	NA	NA	lambert_2018	NA	TFclass_human.present	NA	NA	2.3.3	C2H2 zinc finger factors
ZNF493	FLJ36504	Zinc finger protein 493	9606	284443	Q6ZR52	ENSG00000196268	NA	NA	https://www.ebi.ac.uk/QuickGO/annotations?geneProductId=UniProtKB:Q6ZR52&geneProductType=protein&goId=GO:0003700&goUsageRelationships=is_a&goUsage=descendants	https://www.ebi.ac.uk/QuickGO/term/ECO:0007750	NA	NA	https://www.ebi.ac.uk/QuickGO/annotations?geneProductId=UniProtKB:Q6ZR52&geneProductType=protein&goId=GO:0043565&goUsageRelationships=is_a&goUsage=descendants	https://www.ebi.ac.uk/QuickGO/term/ECO:0007750	https://www.ebi.ac.uk/QuickGO/annotations?geneProductId=UniProtKB:Q6ZR52&geneProductType=protein&goId=GO:0006357&goUsageRelationships=is_a&goUsage=descendants	https://www.ebi.ac.uk/QuickGO/term/ECO:0007750	https://www.ebi.ac.uk/QuickGO/annotations?geneProductId=UniProtKB:Q6ZR52&geneProductType=protein&goId=GO:0000981&goUsageRelationships=is_a&goUsage=descendants	https://www.ebi.ac.uk/QuickGO/term/ECO:0007750	NA	Lovering_2021	NA	Ravazi	Saeed	NA	animal_tfdb_homo_sapiens	NA	NA	NA	NA	NA	TcoF_human	NA	NA	NA	NA	NA	NA	lambert_2018	Vaquerizas	TFclass_human.present	NA	NA	2.3.3	C2H2 zinc finger factors
ZNF496	ZKSCAN17 MGC15548 ZSCAN49	Zinc finger protein 496 	9606|10090|10116	84838|268417|287361	Q96IT1|Q5SXI5|F1LVS9	ENSG00000162714|ENSMUSG00000020472|ENSRNOG00000003129	NA	NA	https://www.ebi.ac.uk/QuickGO/annotations?geneProductId=UniProtKB:Q96IT1,UniProtKB:Q5SXI5,UniProtKB:F1LVS9&geneProductType=protein&goId=GO:0003700&goUsageRelationships=is_a&goUsage=descendants	https://www.ebi.ac.uk/QuickGO/term/ECO:0007750	NA	NA	https://www.ebi.ac.uk/QuickGO/annotations?geneProductId=UniProtKB:Q96IT1,UniProtKB:Q5SXI5,UniProtKB:F1LVS9&geneProductType=protein&goId=GO:0043565&goUsageRelationships=is_a&goUsage=descendants	https://www.ebi.ac.uk/QuickGO/term/ECO:0007750	https://www.ebi.ac.uk/QuickGO/annotations?geneProductId=UniProtKB:Q96IT1,UniProtKB:Q5SXI5,UniProtKB:F1LVS9&geneProductType=protein&goId=GO:0006357&goUsageRelationships=is_a&goUsage=descendants	https://www.ebi.ac.uk/QuickGO/term/ECO:0007750	https://www.ebi.ac.uk/QuickGO/annotations?geneProductId=UniProtKB:Q96IT1,UniProtKB:Q5SXI5,UniProtKB:F1LVS9&geneProductType=protein&goId=GO:0000981&goUsageRelationships=is_a&goUsage=descendants	https://www.ebi.ac.uk/QuickGO/term/ECO:0007750	NA	Lovering_2021	NA	Ravazi	Saeed	NA	animal_tfdb_homo_sapiens	NA	animal_tfdb_Mus_musculus	NA	animal_tfdb_Rattus_norvegicus	NA	TcoF_human	NA	TcoF_mouse	NA	NA	NA	NA	lambert_2018	Vaquerizas	TFclass_human.present	TFclass_mouse.present	TFclass_rat.present	2.3.3	C2H2 zinc finger factors
ZNF497	FLJ44773	Zinc finger protein 497	9606	162968	Q6ZNH5	ENSG00000174586	NA	NA	https://www.ebi.ac.uk/QuickGO/annotations?geneProductId=UniProtKB:Q6ZNH5&geneProductType=protein&goId=GO:0003700&goUsageRelationships=is_a&goUsage=descendants	https://www.ebi.ac.uk/QuickGO/term/ECO:0007750	NA	NA	https://www.ebi.ac.uk/QuickGO/annotations?geneProductId=UniProtKB:Q6ZNH5&geneProductType=protein&goId=GO:0043565&goUsageRelationships=is_a&goUsage=descendants	https://www.ebi.ac.uk/QuickGO/term/ECO:0007750	https://www.ebi.ac.uk/QuickGO/annotations?geneProductId=UniProtKB:Q6ZNH5&geneProductType=protein&goId=GO:0006357&goUsageRelationships=is_a&goUsage=descendants	https://www.ebi.ac.uk/QuickGO/term/ECO:0007750	NA	NA	NA	Lovering_2021	NA	Ravazi	Saeed	NA	animal_tfdb_homo_sapiens	NA	NA	NA	NA	NA	TcoF_human	NA	NA	NA	NA	NA	NA	lambert_2018	Vaquerizas	TFclass_human.present	NA	NA	2.3.3	C2H2 zinc finger factors
ZNF500	ZKSCAN18 KIAA0557 ZSCAN50	Zinc finger protein 500 	9606	26048	O60304	ENSG00000103199	NA	NA	https://www.ebi.ac.uk/QuickGO/annotations?geneProductId=UniProtKB:O60304&geneProductType=protein&goId=GO:0003700&goUsageRelationships=is_a&goUsage=descendants	https://www.ebi.ac.uk/QuickGO/term/ECO:0007750	NA	NA	https://www.ebi.ac.uk/QuickGO/annotations?geneProductId=UniProtKB:O60304&geneProductType=protein&goId=GO:0043565&goUsageRelationships=is_a&goUsage=descendants	https://www.ebi.ac.uk/QuickGO/term/ECO:0007750	https://www.ebi.ac.uk/QuickGO/annotations?geneProductId=UniProtKB:O60304&geneProductType=protein&goId=GO:0006357&goUsageRelationships=is_a&goUsage=descendants	https://www.ebi.ac.uk/QuickGO/term/ECO:0007750	https://www.ebi.ac.uk/QuickGO/annotations?geneProductId=UniProtKB:O60304&geneProductType=protein&goId=GO:0000981&goUsageRelationships=is_a&goUsage=descendants	https://www.ebi.ac.uk/QuickGO/term/ECO:0007750	NA	Lovering_2021	NA	NA	Saeed	NA	animal_tfdb_homo_sapiens	NA	NA	NA	NA	NA	TcoF_human	NA	NA	NA	NA	NA	NA	lambert_2018	Vaquerizas	TFclass_human.present	NA	NA	2.3.3	C2H2 zinc finger factors
ZNF501	MGC21738	Zinc finger protein 501 	9606	115560	Q96CX3	ENSG00000186446	NA	NA	https://www.ebi.ac.uk/QuickGO/annotations?geneProductId=UniProtKB:Q96CX3&geneProductType=protein&goId=GO:0003700&goUsageRelationships=is_a&goUsage=descendants	https://www.ebi.ac.uk/QuickGO/term/ECO:0007750	NA	NA	https://www.ebi.ac.uk/QuickGO/annotations?geneProductId=UniProtKB:Q96CX3&geneProductType=protein&goId=GO:0043565&goUsageRelationships=is_a&goUsage=descendants	https://www.ebi.ac.uk/QuickGO/term/ECO:0000269	https://www.ebi.ac.uk/QuickGO/annotations?geneProductId=UniProtKB:Q96CX3&geneProductType=protein&goId=GO:0006357&goUsageRelationships=is_a&goUsage=descendants	https://www.ebi.ac.uk/QuickGO/term/ECO:0007750	NA	NA	NA	Lovering_2021	NA	NA	Saeed	NA	animal_tfdb_homo_sapiens	NA	NA	NA	NA	NA	TcoF_human	NA	NA	NA	NA	NA	NA	lambert_2018	Vaquerizas	TFclass_human.present	NA	NA	2.3.3	C2H2 zinc finger factors
ZNF502	FLJ14855 FLJ12515	Zinc finger protein 502	9606	91392	Q8TBZ5	ENSG00000196653	NA	NA	https://www.ebi.ac.uk/QuickGO/annotations?geneProductId=UniProtKB:Q8TBZ5&geneProductType=protein&goId=GO:0003700&goUsageRelationships=is_a&goUsage=descendants	https://www.ebi.ac.uk/QuickGO/term/ECO:0007750	NA	NA	https://www.ebi.ac.uk/QuickGO/annotations?geneProductId=UniProtKB:Q8TBZ5&geneProductType=protein&goId=GO:0043565&goUsageRelationships=is_a&goUsage=descendants	https://www.ebi.ac.uk/QuickGO/term/ECO:0007750	https://www.ebi.ac.uk/QuickGO/annotations?geneProductId=UniProtKB:Q8TBZ5&geneProductType=protein&goId=GO:0006357&goUsageRelationships=is_a&goUsage=descendants	https://www.ebi.ac.uk/QuickGO/term/ECO:0000501	https://www.ebi.ac.uk/QuickGO/annotations?geneProductId=UniProtKB:Q8TBZ5&geneProductType=protein&goId=GO:0000981&goUsageRelationships=is_a&goUsage=descendants	https://www.ebi.ac.uk/QuickGO/term/ECO:0007750	NA	Lovering_2021	NA	Ravazi	Saeed	NA	animal_tfdb_homo_sapiens	NA	NA	NA	NA	NA	TcoF_human	NA	NA	NA	NA	NA	NA	lambert_2018	Vaquerizas	TFclass_human.present	NA	NA	2.3.3	C2H2 zinc finger factors
ZNF503	FLJ45745 MGC2555 Nlz2	Zinc finger protein 503	9606|10090|10090|10116|10116	84858|218820|353310|680717|305687	Q96F45|Q7TMA2|P0CL69|D4ABF5|G3V7W0	ENSG00000165655|ENSMUSG00000039081|ENSMUSG00000085795|ENSRNOG00000014199|ENSRNOG00000014237	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Ravazi	NA	NA	animal_tfdb_homo_sapiens	NA	animal_tfdb_Mus_musculus	animal_tfdb_Mus_musculus_cofactors	animal_tfdb_Rattus_norvegicus	animal_tfdb_Rattus_norvegicus_cofactors	TcoF_human	NA	TcoF_mouse	NA	NA	NA	NA	lambert_2018	Vaquerizas	NA	NA	NA	NA	NA
ZNF506	DKFZp761G1812	Zinc finger protein 506	9606	440515	Q5JVG8	ENSG00000081665	NA	NA	https://www.ebi.ac.uk/QuickGO/annotations?geneProductId=UniProtKB:Q5JVG8&geneProductType=protein&goId=GO:0003700&goUsageRelationships=is_a&goUsage=descendants	https://www.ebi.ac.uk/QuickGO/term/ECO:0007750	NA	NA	https://www.ebi.ac.uk/QuickGO/annotations?geneProductId=UniProtKB:Q5JVG8&geneProductType=protein&goId=GO:0043565&goUsageRelationships=is_a&goUsage=descendants	https://www.ebi.ac.uk/QuickGO/term/ECO:0007750	https://www.ebi.ac.uk/QuickGO/annotations?geneProductId=UniProtKB:Q5JVG8&geneProductType=protein&goId=GO:0006357&goUsageRelationships=is_a&goUsage=descendants	https://www.ebi.ac.uk/QuickGO/term/ECO:0000501	https://www.ebi.ac.uk/QuickGO/annotations?geneProductId=UniProtKB:Q5JVG8&geneProductType=protein&goId=GO:0000981&goUsageRelationships=is_a&goUsage=descendants	https://www.ebi.ac.uk/QuickGO/term/ECO:0007750	NA	Lovering_2021	NA	NA	Saeed	NA	animal_tfdb_homo_sapiens	NA	NA	NA	NA	NA	TcoF_human	NA	NA	NA	jaspar_human	NA	NA	lambert_2018	Vaquerizas	TFclass_human.present	NA	NA	2.3.3	C2H2 zinc finger factors
ZNF507	KIAA1084 Zfp507	Zinc finger protein 507	9606|10090|10116	22847|668501|292816	Q8TCN5|Q6ZPY5|D3ZYC1	ENSG00000168813|ENSMUSG00000044452|ENSRNOG00000013565	NA	NA	https://www.ebi.ac.uk/QuickGO/annotations?geneProductId=UniProtKB:Q8TCN5,UniProtKB:Q6ZPY5,UniProtKB:D3ZYC1&geneProductType=protein&goId=GO:0003700&goUsageRelationships=is_a&goUsage=descendants	https://www.ebi.ac.uk/QuickGO/term/ECO:0007750	NA	NA	https://www.ebi.ac.uk/QuickGO/annotations?geneProductId=UniProtKB:Q8TCN5,UniProtKB:Q6ZPY5,UniProtKB:D3ZYC1&geneProductType=protein&goId=GO:0043565&goUsageRelationships=is_a&goUsage=descendants	https://www.ebi.ac.uk/QuickGO/term/ECO:0007750	https://www.ebi.ac.uk/QuickGO/annotations?geneProductId=UniProtKB:Q8TCN5,UniProtKB:Q6ZPY5,UniProtKB:D3ZYC1&geneProductType=protein&goId=GO:0006357&goUsageRelationships=is_a&goUsage=descendants	https://www.ebi.ac.uk/QuickGO/term/ECO:0007750	https://www.ebi.ac.uk/QuickGO/annotations?geneProductId=UniProtKB:Q8TCN5,UniProtKB:Q6ZPY5,UniProtKB:D3ZYC1&geneProductType=protein&goId=GO:0000981&goUsageRelationships=is_a&goUsage=descendants	https://www.ebi.ac.uk/QuickGO/term/ECO:0007750	NA	NA	NA	NA	Saeed	NA	animal_tfdb_homo_sapiens	NA	animal_tfdb_Mus_musculus	NA	animal_tfdb_Rattus_norvegicus	NA	TcoF_human	NA	TcoF_mouse	NA	NA	NA	NA	lambert_2018	Vaquerizas	TFclass_human.present	TFclass_mouse.present	TFclass_rat.present	2.3.4	C2H2 zinc finger factors
ZNF510	KIAA0972	Zinc finger protein 510	9606	22869	Q9Y2H8	ENSG00000081386	NA	NA	https://www.ebi.ac.uk/QuickGO/annotations?geneProductId=UniProtKB:Q9Y2H8&geneProductType=protein&goId=GO:0003700&goUsageRelationships=is_a&goUsage=descendants	https://www.ebi.ac.uk/QuickGO/term/ECO:0007750	NA	NA	https://www.ebi.ac.uk/QuickGO/annotations?geneProductId=UniProtKB:Q9Y2H8&geneProductType=protein&goId=GO:0043565&goUsageRelationships=is_a&goUsage=descendants	https://www.ebi.ac.uk/QuickGO/term/ECO:0007750	https://www.ebi.ac.uk/QuickGO/annotations?geneProductId=UniProtKB:Q9Y2H8&geneProductType=protein&goId=GO:0006357&goUsageRelationships=is_a&goUsage=descendants	https://www.ebi.ac.uk/QuickGO/term/ECO:0007750	https://www.ebi.ac.uk/QuickGO/annotations?geneProductId=UniProtKB:Q9Y2H8&geneProductType=protein&goId=GO:0000981&goUsageRelationships=is_a&goUsage=descendants	https://www.ebi.ac.uk/QuickGO/term/ECO:0007750	NA	Lovering_2021	NA	Ravazi	Saeed	NA	animal_tfdb_homo_sapiens	NA	NA	NA	NA	NA	TcoF_human	NA	NA	NA	NA	NA	NA	lambert_2018	Vaquerizas	TFclass_human.present	NA	NA	2.3.4	C2H2 zinc finger factors
ZNF511	MGC30006 Zfp511	Zinc finger protein 511	9606|10090|10116	118472|69752|293586	Q8NB15|Q6P0X2|D4AAR5	ENSG00000198546|ENSMUSG00000025470|ENSRNOG00000018272	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Lovering_2021	NA	NA	Saeed	NA	animal_tfdb_homo_sapiens	NA	animal_tfdb_Mus_musculus	NA	animal_tfdb_Rattus_norvegicus	NA	TcoF_human	NA	TcoF_mouse	NA	NA	NA	NA	lambert_2018	Vaquerizas	TFclass_human.present	TFclass_mouse.present	TFclass_rat.present	2.3.2	C2H2 zinc finger factors
ZNF512	KIAA1805	Zinc finger protein 512	9606|10090|10116	84450|269639|313906	Q96ME7|Q69Z99|D3ZIF0	ENSG00000243943|ENSMUSG00000062761|ENSRNOG00000039815	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Lovering_2021	NA	NA	Saeed	NA	animal_tfdb_homo_sapiens	NA	animal_tfdb_Mus_musculus	NA	animal_tfdb_Rattus_norvegicus	NA	TcoF_human	NA	TcoF_mouse	NA	NA	NA	NA	lambert_2018	Vaquerizas	TFclass_human.present	TFclass_mouse.present	TFclass_rat.present	2.3.4	C2H2 zinc finger factors
ZNF512B	GM632 MGC149845 MGC149846	Zinc finger protein 512B	9606|10090|10116	57473|269401|311721	Q96KM6|Q6ZPW1|D3ZJ29	ENSG00000196700|ENSMUSG00000000823|ENSRNOG00000015558	NA	NA	https://www.ebi.ac.uk/QuickGO/annotations?geneProductId=UniProtKB:Q96KM6,UniProtKB:Q6ZPW1,UniProtKB:D3ZJ29&geneProductType=protein&goId=GO:0003700&goUsageRelationships=is_a&goUsage=descendants	https://www.ebi.ac.uk/QuickGO/term/ECO:0000269	NA	NA	https://www.ebi.ac.uk/QuickGO/annotations?geneProductId=UniProtKB:Q96KM6,UniProtKB:Q6ZPW1,UniProtKB:D3ZJ29&geneProductType=protein&goId=GO:0043565&goUsageRelationships=is_a&goUsage=descendants	https://www.ebi.ac.uk/QuickGO/term/ECO:0000269	https://www.ebi.ac.uk/QuickGO/annotations?geneProductId=UniProtKB:Q96KM6,UniProtKB:Q6ZPW1,UniProtKB:D3ZJ29&geneProductType=protein&goId=GO:0006357&goUsageRelationships=is_a&goUsage=descendants	https://www.ebi.ac.uk/QuickGO/term/ECO:0000501	https://www.ebi.ac.uk/QuickGO/annotations?geneProductId=UniProtKB:Q96KM6,UniProtKB:Q6ZPW1,UniProtKB:D3ZJ29&geneProductType=protein&goId=GO:0000981&goUsageRelationships=is_a&goUsage=descendants	https://www.ebi.ac.uk/QuickGO/term/ECO:0000269	NA	Lovering_2021	NA	NA	Saeed	NA	animal_tfdb_homo_sapiens	NA	animal_tfdb_Mus_musculus	NA	animal_tfdb_Rattus_norvegicus	NA	TcoF_human	NA	TcoF_mouse	NA	NA	NA	NA	lambert_2018	Vaquerizas	TFclass_human.present	TFclass_mouse.present	TFclass_rat.present	2.3.4	C2H2 zinc finger factors
ZNF513	FLJ32203 RP58 Zfp513	Zinc finger protein 513	9606|10090|10116	130557|101023|313913	Q8N8E2|Q6PD29|Q5FWU5	ENSG00000163795|ENSMUSG00000043059|ENSRNOG00000005298	NA	NA	https://www.ebi.ac.uk/QuickGO/annotations?geneProductId=UniProtKB:Q8N8E2,UniProtKB:Q6PD29,UniProtKB:Q5FWU5&geneProductType=protein&goId=GO:0003700&goUsageRelationships=is_a&goUsage=descendants	https://www.ebi.ac.uk/QuickGO/term/ECO:0007750	NA	NA	https://www.ebi.ac.uk/QuickGO/annotations?geneProductId=UniProtKB:Q8N8E2,UniProtKB:Q6PD29,UniProtKB:Q5FWU5&geneProductType=protein&goId=GO:0043565&goUsageRelationships=is_a&goUsage=descendants	https://www.ebi.ac.uk/QuickGO/term/ECO:0000269	https://www.ebi.ac.uk/QuickGO/annotations?geneProductId=UniProtKB:Q8N8E2,UniProtKB:Q6PD29,UniProtKB:Q5FWU5&geneProductType=protein&goId=GO:0006357&goUsageRelationships=is_a&goUsage=descendants	https://www.ebi.ac.uk/QuickGO/term/ECO:0007750	https://www.ebi.ac.uk/QuickGO/annotations?geneProductId=UniProtKB:Q8N8E2,UniProtKB:Q6PD29,UniProtKB:Q5FWU5&geneProductType=protein&goId=GO:0000981&goUsageRelationships=is_a&goUsage=descendants	https://www.ebi.ac.uk/QuickGO/term/ECO:0007750	NA	NA	NA	Ravazi	Saeed	NA	animal_tfdb_homo_sapiens	NA	animal_tfdb_Mus_musculus	NA	animal_tfdb_Rattus_norvegicus	NA	TcoF_human	NA	TcoF_mouse	NA	jaspar_human	NA	NA	lambert_2018	Vaquerizas	TFclass_human.present	TFclass_mouse.present	TFclass_rat.present	2.3.4	C2H2 zinc finger factors
ZNF514	FLJ14457	Zinc finger protein 514	9606	84874	Q96K75	ENSG00000144026	NA	NA	https://www.ebi.ac.uk/QuickGO/annotations?geneProductId=UniProtKB:Q96K75&geneProductType=protein&goId=GO:0003700&goUsageRelationships=is_a&goUsage=descendants	https://www.ebi.ac.uk/QuickGO/term/ECO:0007750	NA	NA	https://www.ebi.ac.uk/QuickGO/annotations?geneProductId=UniProtKB:Q96K75&geneProductType=protein&goId=GO:0043565&goUsageRelationships=is_a&goUsage=descendants	https://www.ebi.ac.uk/QuickGO/term/ECO:0007750	https://www.ebi.ac.uk/QuickGO/annotations?geneProductId=UniProtKB:Q96K75&geneProductType=protein&goId=GO:0006357&goUsageRelationships=is_a&goUsage=descendants	https://www.ebi.ac.uk/QuickGO/term/ECO:0007750	https://www.ebi.ac.uk/QuickGO/annotations?geneProductId=UniProtKB:Q96K75&geneProductType=protein&goId=GO:0000981&goUsageRelationships=is_a&goUsage=descendants	https://www.ebi.ac.uk/QuickGO/term/ECO:0007750	NA	Lovering_2021	NA	Ravazi	Saeed	NA	animal_tfdb_homo_sapiens	NA	NA	NA	NA	NA	TcoF_human	NA	NA	NA	NA	NA	NA	lambert_2018	Vaquerizas	TFclass_human.present	NA	NA	2.3.3	C2H2 zinc finger factors
ZNF516	HsT287 KIAA0222	Zinc finger protein 516	9606|10090|10116	9658|329003|291406	Q92618|Q7TSH3|D4A239	ENSG00000101493|ENSMUSG00000058881|ENSRNOG00000016258	NA	NA	https://www.ebi.ac.uk/QuickGO/annotations?geneProductId=UniProtKB:Q92618,UniProtKB:Q7TSH3,UniProtKB:D4A239&geneProductType=protein&goId=GO:0003700&goUsageRelationships=is_a&goUsage=descendants	https://www.ebi.ac.uk/QuickGO/term/ECO:0007750	NA	NA	https://www.ebi.ac.uk/QuickGO/annotations?geneProductId=UniProtKB:Q92618,UniProtKB:Q7TSH3,UniProtKB:D4A239&geneProductType=protein&goId=GO:0043565&goUsageRelationships=is_a&goUsage=descendants	https://www.ebi.ac.uk/QuickGO/term/ECO:0000269	https://www.ebi.ac.uk/QuickGO/annotations?geneProductId=UniProtKB:Q92618,UniProtKB:Q7TSH3,UniProtKB:D4A239&geneProductType=protein&goId=GO:0006357&goUsageRelationships=is_a&goUsage=descendants	https://www.ebi.ac.uk/QuickGO/term/ECO:0000501	https://www.ebi.ac.uk/QuickGO/annotations?geneProductId=UniProtKB:Q92618,UniProtKB:Q7TSH3,UniProtKB:D4A239&geneProductType=protein&goId=GO:0000981&goUsageRelationships=is_a&goUsage=descendants	https://www.ebi.ac.uk/QuickGO/term/ECO:0007750	NA	Lovering_2021	NA	Ravazi	Saeed	NA	animal_tfdb_homo_sapiens	NA	animal_tfdb_Mus_musculus	NA	animal_tfdb_Rattus_norvegicus	NA	TcoF_human	NA	TcoF_mouse	NA	NA	NA	NA	lambert_2018	Vaquerizas	TFclass_human.present	TFclass_mouse.present	TFclass_rat.present	2.3.4	C2H2 zinc finger factors
ZNF517	-	Zinc finger protein 517	9606	340385	Q6ZMY9	ENSG00000197363	NA	NA	https://www.ebi.ac.uk/QuickGO/annotations?geneProductId=UniProtKB:Q6ZMY9&geneProductType=protein&goId=GO:0003700&goUsageRelationships=is_a&goUsage=descendants	https://www.ebi.ac.uk/QuickGO/term/ECO:0007750	NA	NA	https://www.ebi.ac.uk/QuickGO/annotations?geneProductId=UniProtKB:Q6ZMY9&geneProductType=protein&goId=GO:0043565&goUsageRelationships=is_a&goUsage=descendants	https://www.ebi.ac.uk/QuickGO/term/ECO:0007750	https://www.ebi.ac.uk/QuickGO/annotations?geneProductId=UniProtKB:Q6ZMY9&geneProductType=protein&goId=GO:0006357&goUsageRelationships=is_a&goUsage=descendants	https://www.ebi.ac.uk/QuickGO/term/ECO:0007750	https://www.ebi.ac.uk/QuickGO/annotations?geneProductId=UniProtKB:Q6ZMY9&geneProductType=protein&goId=GO:0000981&goUsageRelationships=is_a&goUsage=descendants	https://www.ebi.ac.uk/QuickGO/term/ECO:0007750	NA	Lovering_2021	NA	NA	Saeed	NA	animal_tfdb_homo_sapiens	NA	NA	NA	NA	NA	TcoF_human	NA	NA	NA	NA	NA	NA	lambert_2018	Vaquerizas	TFclass_human.present	NA	NA	2.3.3	C2H2 zinc finger factors
ZNF518A	KIAA0335	Zinc finger protein 518A	9606|10090|10116	9849|72672|309478	Q6AHZ1|B2RRF6|Q499R0	ENSG00000177853|ENSMUSG00000049164|ENSRNOG00000036592	NA	NA	https://www.ebi.ac.uk/QuickGO/annotations?geneProductId=UniProtKB:Q6AHZ1,UniProtKB:B2RRF6,UniProtKB:Q499R0&geneProductType=protein&goId=GO:0003700&goUsageRelationships=is_a&goUsage=descendants	https://www.ebi.ac.uk/QuickGO/term/ECO:0007750	NA	NA	https://www.ebi.ac.uk/QuickGO/annotations?geneProductId=UniProtKB:Q6AHZ1,UniProtKB:B2RRF6,UniProtKB:Q499R0&geneProductType=protein&goId=GO:0043565&goUsageRelationships=is_a&goUsage=descendants	https://www.ebi.ac.uk/QuickGO/term/ECO:0007750	https://www.ebi.ac.uk/QuickGO/annotations?geneProductId=UniProtKB:Q6AHZ1,UniProtKB:B2RRF6,UniProtKB:Q499R0&geneProductType=protein&goId=GO:0006357&goUsageRelationships=is_a&goUsage=descendants	https://www.ebi.ac.uk/QuickGO/term/ECO:0007750	https://www.ebi.ac.uk/QuickGO/annotations?geneProductId=UniProtKB:Q6AHZ1,UniProtKB:B2RRF6,UniProtKB:Q499R0&geneProductType=protein&goId=GO:0000981&goUsageRelationships=is_a&goUsage=descendants	https://www.ebi.ac.uk/QuickGO/term/ECO:0007750	NA	Lovering_2021	NA	NA	Saeed	NA	animal_tfdb_homo_sapiens	NA	NA	NA	NA	NA	TcoF_human	NA	TcoF_mouse	NA	jaspar_human	NA	NA	lambert_2018	Vaquerizas	TFclass_human.present	TFclass_mouse.present	TFclass_rat.present	2.3.4	C2H2 zinc finger factors
ZNF518B	KIAA1729	Zinc finger protein 518B	9606|10116	85460|498390	Q9C0D4|D4ABC6	ENSG00000178163|ENSRNOG00000028534	NA	NA	https://www.ebi.ac.uk/QuickGO/annotations?geneProductId=UniProtKB:Q9C0D4,UniProtKB:D4ABC6&geneProductType=protein&goId=GO:0003700&goUsageRelationships=is_a&goUsage=descendants	https://www.ebi.ac.uk/QuickGO/term/ECO:0007750	NA	NA	https://www.ebi.ac.uk/QuickGO/annotations?geneProductId=UniProtKB:Q9C0D4,UniProtKB:D4ABC6&geneProductType=protein&goId=GO:0043565&goUsageRelationships=is_a&goUsage=descendants	https://www.ebi.ac.uk/QuickGO/term/ECO:0007750	https://www.ebi.ac.uk/QuickGO/annotations?geneProductId=UniProtKB:Q9C0D4,UniProtKB:D4ABC6&geneProductType=protein&goId=GO:0006357&goUsageRelationships=is_a&goUsage=descendants	https://www.ebi.ac.uk/QuickGO/term/ECO:0007750	https://www.ebi.ac.uk/QuickGO/annotations?geneProductId=UniProtKB:Q9C0D4,UniProtKB:D4ABC6&geneProductType=protein&goId=GO:0000981&goUsageRelationships=is_a&goUsage=descendants	https://www.ebi.ac.uk/QuickGO/term/ECO:0007750	NA	Lovering_2021	NA	NA	Saeed	NA	animal_tfdb_homo_sapiens	NA	NA	NA	animal_tfdb_Rattus_norvegicus	NA	TcoF_human	NA	NA	NA	NA	NA	NA	lambert_2018	Vaquerizas	TFclass_human.present	TFclass_mouse.present	TFclass_rat.present	2.3.4	C2H2 zinc finger factors
